AverageMonthlyHours,Department,EmployeeId,LastEvaluation,Left,NumberProject,Promotion,SalaryType,SatisfactoryLevel,TimeSpent,WorkAccident
245,sales,1008194,0.85,0,6,0,medium,0.17,5,0
134,sales,1008195,0.52,0,3,0,medium,0.79,2,1
251,accounting,1008196,0.98,0,3,0,medium,0.56,3,1
165,accounting,1008197,0.73,0,5,0,low,0.5,2,0
223,accounting,1008198,0.53,0,3,0,low,0.51,2,1
225,hr,1008199,0.67,0,4,0,low,0.77,4,0
196,hr,1008200,0.9,0,3,0,low,0.84,3,1
253,hr,1008201,0.49,0,3,0,low,0.21,3,0
222,hr,1008202,0.57,0,5,0,low,0.65,3,0
135,technical,1008203,0.87,0,4,0,low,0.95,3,0
217,technical,1008204,0.75,0,4,0,low,0.8,2,0
192,technical,1008205,0.85,0,5,0,low,0.77,2,0
172,technical,1008206,0.7,0,3,0,low,0.57,3,0
183,technical,1008207,0.55,0,4,0,low,0.92,3,0
186,technical,1008208,0.71,0,5,0,low,1,2,0
163,technical,1008209,0.67,0,4,0,low,0.85,3,0
262,technical,1008210,0.8,0,4,0,low,0.57,3,0
202,technical,1008211,0.68,0,3,0,low,0.66,3,0
248,technical,1008212,0.8,0,4,0,low,0.85,3,0
214,technical,1008213,0.5,0,5,0,low,0.99,2,0
260,support,1008214,0.82,0,4,0,low,0.91,4,0
260,support,1008215,0.97,0,4,0,low,0.96,3,0
179,support,1008217,0.85,0,5,0,low,0.39,5,0
178,support,1008218,0.74,0,4,0,medium,0.87,2,1
210,support,1008219,0.85,0,6,0,medium,0.19,4,0
273,support,1008220,0.83,0,3,0,medium,0.9,4,0
166,support,1008221,0.5,0,5,0,medium,0.5,2,0
246,support,1008222,0.9,0,5,0,medium,0.7,2,0
192,support,1008223,0.55,0,5,0,medium,0.52,3,0
274,support,1008224,0.69,0,3,0,medium,0.71,3,0
232,technical,1008225,0.41,0,3,0,medium,0.4,3,0
158,technical,1008226,0.53,0,3,0,medium,0.96,4,0
137,technical,1008227,0.92,0,5,0,medium,0.86,3,0
209,management,1008228,0.85,0,3,0,medium,0.68,2,0
206,IT,1008229,0.64,0,3,0,medium,0.56,2,0
230,IT,1008230,0.56,0,3,0,high,0.65,2,0
239,IT,1008231,0.61,0,5,0,low,0.98,3,0
159,IT,1008232,0.51,0,5,0,medium,0.18,6,0
244,IT,1008233,0.65,0,4,0,medium,0.66,2,0
259,product_mng,1008234,0.51,0,5,0,medium,0.14,5,0
245,product_mng,1008235,0.8,0,5,0,medium,0.94,3,1
141,product_mng,1008236,1,0,3,0,low,0.56,2,1
202,product_mng,1008237,0.8,0,5,0,low,0.56,4,0
143,IT,1008238,0.89,0,5,0,low,0.59,3,1
286,RandD,1008239,0.62,0,4,0,low,0.63,5,1
173,RandD,1008240,0.88,0,5,0,low,0.97,3,0
195,RandD,1008241,0.7,0,5,0,low,0.76,3,0
167,RandD,1008242,0.58,0,4,0,low,0.85,4,0
197,RandD,1008243,0.73,0,5,0,low,0.23,4,1
255,RandD,1008244,0.62,0,3,0,low,0.68,5,0
274,marketing,1008245,0.73,0,3,0,low,0.71,3,0
192,sales,1008246,0.59,0,3,0,low,0.5,2,0
225,accounting,1008247,0.7,0,3,0,low,0.61,3,0
209,support,1008248,0.65,0,3,0,low,0.99,2,1
222,technical,1008249,0.86,0,5,0,low,0.97,3,0
208,management,1008250,0.71,0,5,0,low,0.82,2,0
162,marketing,1008251,0.68,0,5,0,low,0.72,5,0
135,marketing,1008252,0.74,0,3,0,low,0.53,2,0
159,sales,1008254,0.53,0,4,0,low,0.52,4,0
156,sales,1008255,0.81,0,5,0,low,0.8,2,0
154,sales,1008257,0.65,0,4,0,medium,0.66,3,0
169,sales,1008258,0.43,0,2,0,medium,0.56,3,0
233,sales,1008259,0.84,0,3,0,medium,0.5,3,1
218,sales,1008260,0.78,0,3,0,medium,0.94,2,1
279,sales,1008261,0.8,0,4,0,medium,0.42,6,0
195,sales,1008262,0.61,0,3,0,medium,0.6,3,0
223,sales,1008263,0.71,0,4,0,medium,0.55,3,0
275,sales,1008264,0.72,0,3,0,medium,0.76,4,1
234,sales,1008265,0.74,0,3,0,medium,0.84,3,1
113,sales,1008266,0.62,0,4,0,medium,0.33,6,0
133,sales,1008267,0.95,0,3,0,medium,0.61,5,0
158,sales,1008268,0.93,0,5,0,medium,0.91,4,0
214,sales,1008269,0.74,0,4,0,high,0.73,3,0
272,sales,1008270,0.67,0,4,0,low,0.87,4,0
127,sales,1008271,0.42,0,2,0,medium,0.38,4,0
141,sales,1008272,0.51,0,4,0,medium,0.8,3,1
263,accounting,1008273,0.8,0,5,0,medium,0.69,3,1
174,accounting,1008274,0.92,0,5,0,medium,0.99,5,0
246,accounting,1008275,0.76,0,5,0,low,0.92,2,1
201,hr,1008276,0.88,0,3,0,low,0.6,2,0
181,hr,1008277,0.93,0,3,0,low,0.89,3,0
238,hr,1008278,0.93,0,3,0,low,0.91,2,0
167,hr,1008279,0.52,0,3,0,low,0.35,2,0
224,technical,1008280,0.68,0,5,0,low,0.88,2,0
182,technical,1008281,0.69,0,3,0,low,0.66,3,1
189,technical,1008282,0.55,0,4,0,low,0.21,2,0
169,technical,1008283,0.64,0,3,0,medium,0.78,2,1
287,technical,1008284,0.96,0,4,0,medium,0.21,5,0
150,technical,1008285,0.94,0,3,0,medium,0.64,2,0
146,technical,1008286,0.95,0,4,0,medium,0.68,2,0
162,technical,1008287,0.87,0,4,0,medium,0.99,4,0
158,technical,1008288,0.55,0,4,0,medium,0.85,5,0
185,technical,1008289,0.51,0,3,0,medium,0.86,2,0
214,technical,1008290,0.98,0,3,0,medium,0.89,3,0
200,support,1008291,0.85,0,4,0,medium,0.49,3,0
218,support,1008293,0.87,0,3,0,medium,0.79,3,0
237,support,1008294,0.64,0,4,0,medium,0.89,2,0
105,support,1008295,0.51,0,3,0,medium,0.34,3,0
251,support,1008296,0.92,0,3,0,medium,0.81,3,1
227,support,1008297,0.7,0,3,0,medium,0.96,2,0
158,support,1008298,0.87,0,3,0,medium,0.7,2,0
252,support,1008299,0.61,0,4,0,medium,0.92,2,0
198,support,1008300,0.76,0,4,0,medium,0.5,3,0
192,support,1008301,0.72,0,2,0,medium,0.75,3,0
139,technical,1008302,0.38,0,2,0,medium,0.42,4,0
205,technical,1008303,0.4,0,6,0,medium,0.29,3,0
224,technical,1008304,0.48,0,3,0,medium,0.91,3,0
267,management,1008305,0.97,0,4,0,medium,0.55,4,0
200,IT,1008306,0.81,0,4,0,medium,0.57,3,1
97,IT,1008307,0.48,0,3,0,medium,0.27,6,0
253,IT,1008308,0.43,0,6,0,high,0.7,3,0
191,IT,1008309,0.68,0,4,0,high,0.63,2,0
199,IT,1008310,0.63,0,5,0,high,0.97,2,1
127,product_mng,1008311,0.52,0,3,0,high,0.28,4,0
187,product_mng,1008312,0.6,0,3,0,high,0.7,2,0
215,product_mng,1008313,0.51,0,4,0,high,0.83,3,0
176,product_mng,1008314,0.76,0,4,0,high,0.22,6,1
194,IT,1008315,0.47,0,3,0,high,0.55,2,0
216,RandD,1008316,0.77,0,3,0,high,0.33,3,0
185,RandD,1008317,0.78,0,4,0,high,0.5,3,0
140,RandD,1008318,0.88,0,5,0,high,0.93,3,0
260,RandD,1008319,0.66,0,3,0,high,0.77,4,0
137,RandD,1008320,0.97,0,5,0,low,0.93,4,0
151,RandD,1008321,1,0,4,0,low,0.72,2,0
152,marketing,1008322,0.53,0,3,0,low,0.78,2,0
166,sales,1008323,0.75,0,4,0,low,0.55,2,0
261,accounting,1008324,0.86,0,3,0,low,0.39,2,0
235,support,1008325,0.78,0,3,0,low,0.67,3,0
201,technical,1008326,0.89,0,3,0,low,0.61,2,0
250,management,1008327,0.69,0,6,0,low,0.6,5,1
146,marketing,1008328,0.64,0,4,0,low,0.48,2,0
195,marketing,1008329,0.84,0,4,0,low,0.75,3,0
259,marketing,1008330,0.58,0,4,0,low,0.87,3,0
166,sales,1008331,0.54,0,4,0,low,0.51,4,1
188,sales,1008332,0.9,0,4,0,low,0.63,4,1
203,sales,1008333,0.57,0,3,0,low,0.6,2,0
167,sales,1008334,0.99,0,3,0,low,0.7,3,0
258,sales,1008335,0.99,0,2,0,medium,0.5,3,1
126,sales,1008336,0.51,0,2,0,medium,0.59,3,0
246,sales,1008337,0.39,0,6,0,medium,0.52,4,0
201,sales,1008339,0.62,0,5,0,medium,0.81,3,1
197,sales,1008340,0.98,0,4,0,medium,0.94,3,0
272,sales,1008341,0.61,0,3,0,medium,0.98,3,0
206,sales,1008342,0.84,0,4,0,medium,0.83,2,0
184,sales,1008343,0.62,0,3,0,medium,0.93,3,0
199,sales,1008344,0.54,0,3,0,medium,0.99,2,0
220,sales,1008345,0.57,0,4,0,medium,0.55,3,0
233,sales,1008346,0.83,0,3,0,medium,0.96,3,0
221,sales,1008347,0.77,0,3,0,high,0.28,3,0
168,sales,1008348,0.6,0,6,0,high,0.97,5,1
251,sales,1008349,0.78,0,3,0,high,0.8,3,0
188,accounting,1008350,0.55,0,2,0,high,0.75,3,0
203,accounting,1008351,0.88,0,3,0,high,0.89,3,0
168,accounting,1008352,0.76,0,5,0,high,0.6,2,1
227,hr,1008353,0.98,0,3,0,high,0.73,2,1
159,hr,1008354,0.75,0,4,0,high,0.88,2,0
159,hr,1008355,0.7,0,3,0,low,0.5,3,0
275,hr,1008356,0.78,0,5,0,low,0.53,5,0
283,technical,1008357,0.43,0,6,0,low,0.95,2,0
169,technical,1008358,0.53,0,5,0,low,0.94,3,0
227,technical,1008359,0.8,0,3,0,low,0.49,4,1
147,technical,1008360,0.57,0,3,0,low,0.59,4,0
227,technical,1008361,0.91,0,3,0,low,0.51,2,0
166,technical,1008362,0.66,0,4,0,low,0.66,3,0
168,technical,1008363,0.94,0,4,0,medium,0.76,6,0
229,technical,1008364,0.59,0,3,0,medium,0.12,6,0
134,technical,1008365,0.65,0,3,0,medium,0.84,3,0
181,technical,1008367,0.84,0,4,0,medium,0.63,3,0
177,support,1008368,0.99,0,4,0,medium,0.79,3,1
272,support,1008369,0.68,0,3,0,medium,0.85,2,1
213,support,1008370,0.52,0,3,0,medium,0.74,3,0
220,support,1008371,0.75,0,6,0,medium,0.23,3,0
274,support,1008372,0.51,0,4,0,medium,0.62,2,0
242,support,1008373,0.56,0,6,0,medium,0.36,6,0
172,support,1008375,0.75,0,5,0,medium,0.57,4,0
226,support,1008376,0.99,0,3,0,medium,0.83,3,0
132,support,1008377,0.96,0,3,0,medium,0.71,2,0
121,support,1008378,0.72,0,6,0,medium,0.23,3,0
207,technical,1008379,0.69,0,4,0,medium,0.59,2,0
141,technical,1008380,0.61,0,2,0,medium,0.69,3,0
189,technical,1008381,0.81,0,5,0,medium,0.63,3,0
269,management,1008382,0.59,0,6,0,medium,0.9,4,1
200,IT,1008383,0.57,0,4,0,medium,0.31,4,0
199,IT,1008384,0.62,0,3,0,medium,0.92,2,0
213,IT,1008385,0.87,0,4,0,medium,0.96,3,0
105,IT,1008386,0.51,0,6,0,high,0.66,4,0
141,IT,1008387,0.97,0,4,0,low,0.48,2,0
255,product_mng,1008388,0.55,0,3,0,medium,0.15,3,1
217,product_mng,1008389,0.79,0,3,0,medium,0.59,4,0
165,product_mng,1008390,0.85,0,6,0,medium,0.66,5,0
220,product_mng,1008391,0.92,0,5,0,medium,0.69,2,0
241,IT,1008392,0.79,0,4,0,medium,0.65,4,0
274,RandD,1008393,0.94,0,5,0,medium,0.58,3,0
224,RandD,1008394,0.57,0,4,0,medium,0.72,4,0
240,RandD,1008395,0.99,0,5,0,medium,0.65,5,0
210,RandD,1008396,0.77,0,5,0,medium,0.63,3,0
215,RandD,1008397,0.87,0,3,0,medium,0.55,2,0
254,marketing,1008398,0.56,0,4,0,low,0.74,2,0
150,sales,1008399,0.84,0,4,0,low,0.58,4,1
177,accounting,1008400,0.72,0,4,0,low,0.71,3,0
101,support,1008401,0.37,0,5,0,low,0.83,4,1
183,technical,1008402,0.52,0,3,0,low,0.63,2,0
224,management,1008403,0.61,0,3,0,low,0.56,3,0
263,marketing,1008404,0.55,0,3,0,low,0.88,3,0
207,marketing,1008405,0.55,0,3,0,high,0.82,2,0
243,marketing,1008406,0.72,0,3,0,low,0.69,3,0
157,sales,1008407,0.54,0,3,0,high,0.57,4,1
242,sales,1008408,0.69,0,3,0,high,0.75,3,0
265,sales,1008409,0.98,0,4,0,low,0.6,2,0
196,sales,1008410,0.92,0,3,0,low,0.96,4,0
135,sales,1008411,0.67,0,4,0,high,0.75,2,0
201,sales,1008413,0.97,0,4,0,medium,0.92,2,0
225,sales,1008414,0.93,0,5,0,high,0.84,4,0
205,sales,1008415,0.77,0,4,0,medium,0.82,3,0
131,sales,1008416,0.42,0,3,0,medium,0.74,3,0
118,sales,1008417,0.39,0,2,0,medium,0.21,4,0
187,sales,1008418,0.64,0,5,0,medium,0.62,3,0
275,sales,1008419,0.48,0,3,0,high,0.54,2,0
125,sales,1008420,0.97,0,5,0,medium,0.55,4,0
270,sales,1008421,0.55,0,4,0,medium,0.84,3,1
123,sales,1008422,0.56,0,2,0,medium,0.61,2,0
281,sales,1008423,0.53,0,3,0,high,0.64,3,0
223,sales,1008424,0.51,0,3,0,medium,0.92,2,0
268,sales,1008425,0.87,0,3,0,high,0.86,2,0
174,accounting,1008426,0.74,0,4,0,low,0.6,3,0
162,accounting,1008427,0.92,0,3,0,medium,0.86,3,1
192,accounting,1008428,0.51,0,3,0,medium,0.55,3,0
178,hr,1008429,0.58,0,4,0,medium,0.54,3,0
250,hr,1008430,0.9,0,3,0,medium,0.49,2,0
262,hr,1008431,0.72,0,3,0,low,0.98,4,0
194,hr,1008432,0.55,0,5,0,low,0.55,3,1
146,technical,1008433,0.5,0,3,0,low,0.64,3,0
245,technical,1008434,0.53,0,4,0,low,0.54,2,0
131,technical,1008435,0.45,0,3,0,low,0.58,2,0
108,technical,1008436,0.37,0,3,0,low,0.57,4,0
206,technical,1008437,0.64,0,5,0,low,0.65,3,0
146,technical,1008438,0.4,0,3,0,low,0.6,4,1
171,technical,1008439,0.45,0,2,0,low,0.59,2,0
173,technical,1008440,0.5,0,4,0,low,0.77,2,1
240,technical,1008441,0.49,0,5,0,high,0.55,3,0
199,technical,1008442,0.6,0,4,0,low,0.5,2,0
237,technical,1008443,0.77,0,3,0,low,0.43,3,1
258,support,1008444,0.84,0,3,0,low,0.58,4,0
269,support,1008445,0.68,0,4,0,low,0.66,3,1
245,support,1008446,0.8,0,5,0,high,0.7,4,0
164,support,1008447,0.54,0,4,0,low,0.82,3,0
256,support,1008448,0.49,0,4,0,low,0.49,3,1
213,support,1008449,0.79,0,4,0,low,0.99,3,0
193,support,1008450,0.73,0,3,0,high,0.96,3,1
179,support,1008451,0.57,0,3,0,low,0.7,2,0
278,support,1008452,0.89,0,6,0,medium,0.22,5,1
256,support,1008453,0.52,0,3,0,high,0.91,2,0
173,support,1008454,0.76,0,5,0,medium,0.18,4,0
179,technical,1008455,0.68,0,4,0,high,0.84,3,0
145,technical,1008456,0.38,0,4,0,medium,0.66,5,0
168,technical,1008457,0.65,0,3,0,medium,0.49,4,0
213,management,1008458,0.89,0,4,0,medium,0.88,3,0
150,IT,1008459,0.91,0,6,0,medium,0.69,5,0
262,IT,1008460,0.75,0,3,0,medium,0.83,3,0
149,IT,1008461,0.84,0,4,0,medium,0.56,4,1
139,IT,1008462,0.77,0,5,0,medium,0.95,2,0
272,IT,1008463,1,0,3,0,medium,0.56,2,0
232,product_mng,1008465,0.52,0,3,0,low,0.84,4,0
266,product_mng,1008466,0.48,0,3,0,medium,0.84,2,0
264,product_mng,1008467,0.65,0,4,0,medium,0.52,3,0
142,IT,1008468,0.8,0,4,0,medium,0.98,2,0
208,RandD,1008469,0.64,0,5,0,medium,0.66,4,0
178,RandD,1008470,0.49,0,5,0,medium,0.92,2,1
192,RandD,1008471,0.8,0,5,0,medium,0.71,3,0
242,RandD,1008472,0.92,0,4,0,medium,0.65,2,0
277,RandD,1008473,0.47,0,4,0,medium,0.23,5,0
173,marketing,1008474,0.97,0,3,0,medium,0.71,2,1
276,marketing,1008475,0.65,0,4,0,high,0.21,6,0
189,sales,1008476,0.72,0,2,0,low,0.7,3,0
139,accounting,1008477,0.5,0,4,0,low,0.9,2,0
140,support,1008478,0.52,0,5,0,low,0.6,3,0
191,technical,1008479,0.63,0,5,0,high,0.58,3,1
178,management,1008480,0.72,0,5,0,low,0.73,2,0
184,marketing,1008481,0.67,0,4,0,low,0.56,3,0
144,marketing,1008482,0.57,0,3,0,low,0.97,3,0
160,marketing,1008483,0.91,0,3,0,high,0.92,2,0
225,sales,1008484,0.68,0,3,0,low,0.77,2,0
266,sales,1008485,0.81,0,5,0,low,0.97,2,0
154,sales,1008486,0.69,0,5,0,low,0.7,2,0
142,sales,1008487,0.82,0,4,0,low,0.78,2,1
207,sales,1008488,0.87,0,3,0,low,0.77,4,1
162,sales,1008489,0.53,0,4,0,low,0.66,3,0
287,sales,1008490,0.98,0,6,0,low,0.25,5,1
270,sales,1008491,0.87,0,2,0,medium,0.89,6,1
160,sales,1008492,0.66,0,5,0,medium,0.15,4,1
113,sales,1008493,0.91,0,6,0,medium,0.26,2,0
178,sales,1008494,0.58,0,4,0,medium,0.74,4,0
153,sales,1008495,0.83,0,3,0,medium,0.52,2,0
255,sales,1008496,0.62,0,4,0,medium,0.95,2,0
257,sales,1008497,0.82,0,4,0,medium,0.66,3,1
243,sales,1008498,0.66,0,4,0,medium,0.79,3,0
179,sales,1008499,0.94,0,3,0,medium,0.98,3,0
123,sales,1008500,0.37,0,3,0,medium,0.4,2,0
132,sales,1008501,0.68,0,3,0,medium,1,2,0
134,sales,1008502,0.79,0,3,0,medium,0.71,3,0
265,accounting,1008504,1,0,5,0,low,0.76,2,0
269,accounting,1008505,0.62,0,4,0,medium,0.61,4,0
237,hr,1008507,0.94,0,6,0,medium,0.24,5,0
271,hr,1008508,0.97,0,3,0,medium,0.79,2,0
206,hr,1008509,0.98,0,3,0,low,0.75,2,0
192,technical,1008510,0.98,0,4,0,low,0.6,3,0
230,technical,1008511,0.95,0,4,0,low,0.72,3,0
261,technical,1008512,0.6,0,4,0,low,1,3,0
173,technical,1008513,0.88,0,3,0,low,0.55,3,1
109,technical,1008514,0.98,0,2,0,low,0.3,4,1
247,technical,1008515,0.59,0,3,0,low,0.89,4,0
163,technical,1008516,0.84,0,5,0,low,0.84,3,0
149,technical,1008517,0.64,0,4,0,low,0.67,4,0
218,technical,1008518,0.48,0,6,0,low,0.15,6,0
194,technical,1008519,0.75,0,4,0,low,0.59,2,0
157,technical,1008520,0.59,0,4,0,low,0.5,2,0
244,support,1008521,0.68,0,5,0,low,0.23,3,0
169,support,1008522,0.58,0,5,0,low,0.95,2,0
146,support,1008523,0.53,0,2,0,low,0.31,3,1
207,support,1008524,0.55,0,5,0,low,0.47,3,0
195,support,1008525,0.95,0,3,0,low,0.26,5,0
148,support,1008526,0.64,0,6,0,low,0.55,4,0
272,support,1008527,0.58,0,3,0,low,0.89,2,0
185,support,1008528,0.68,0,3,0,low,0.88,2,0
260,support,1008529,0.62,0,5,0,low,0.98,2,1
182,support,1008530,0.48,0,3,0,medium,0.96,2,1
195,support,1008531,0.65,0,3,0,medium,0.85,3,0
168,technical,1008532,0.85,0,3,0,medium,0.96,3,0
198,technical,1008533,0.88,0,3,0,medium,0.85,4,1
172,technical,1008534,0.93,0,5,0,medium,0.59,2,0
216,management,1008535,0.5,0,4,0,medium,0.51,2,1
232,IT,1008536,0.75,0,3,0,medium,0.5,2,0
148,IT,1008537,0.59,0,3,0,medium,0.53,3,0
210,IT,1008538,0.83,0,4,0,medium,0.44,2,0
197,IT,1008539,0.55,0,3,0,medium,0.99,2,0
154,product_mng,1008541,0.71,0,5,0,medium,0.51,2,0
259,product_mng,1008542,0.84,0,3,0,high,0.5,2,0
106,product_mng,1008543,0.76,0,4,0,low,0.52,2,1
262,product_mng,1008544,0.74,0,5,0,medium,0.74,2,0
202,IT,1008545,0.89,0,2,0,medium,0.69,2,0
174,RandD,1008546,0.65,0,5,0,medium,0.22,5,1
240,RandD,1008547,0.89,0,4,0,medium,0.49,2,0
247,RandD,1008548,0.57,0,5,0,low,0.7,3,0
148,RandD,1008549,0.63,0,4,0,low,0.68,3,0
187,RandD,1008550,0.84,0,5,0,low,0.66,2,1
183,marketing,1008551,0.58,0,4,0,low,0.99,3,0
240,sales,1008552,0.59,0,4,0,low,0.88,2,0
149,accounting,1008553,0.54,0,4,0,low,0.2,3,0
130,support,1008554,0.44,0,2,0,low,0.56,3,0
203,technical,1008555,0.85,0,4,0,low,0.68,2,0
218,management,1008556,0.6,0,3,0,low,0.85,3,0
204,marketing,1008557,0.95,0,4,0,low,0.95,3,1
163,marketing,1008558,0.77,0,4,0,low,0.6,3,1
183,marketing,1008559,0.53,0,4,0,low,0.61,3,0
211,sales,1008560,0.55,0,4,0,low,0.55,4,0
156,sales,1008561,0.78,0,5,0,low,0.64,5,1
196,sales,1008562,0.6,0,3,0,low,0.64,3,0
162,sales,1008563,0.54,0,4,0,low,0.87,2,0
218,sales,1008564,0.9,0,3,0,low,0.2,4,0
135,sales,1008565,0.64,0,4,0,low,0.99,2,1
273,sales,1008566,0.7,0,2,0,low,0.96,3,0
241,sales,1008567,0.65,0,3,0,low,0.53,3,0
285,sales,1008568,0.39,0,6,0,low,0.7,4,0
236,sales,1008569,0.61,0,6,0,medium,0.68,3,0
222,sales,1008570,0.48,0,4,0,medium,0.96,3,0
242,sales,1008571,0.64,0,4,0,medium,0.64,3,0
166,sales,1008572,0.65,0,5,0,medium,0.86,3,0
172,sales,1008573,0.84,0,3,0,medium,0.87,3,0
249,sales,1008574,0.56,0,4,0,medium,0.53,2,0
197,sales,1008576,0.59,0,4,0,medium,0.83,4,0
185,sales,1008577,0.54,0,5,0,medium,0.97,2,0
171,sales,1008578,0.76,0,3,0,medium,0.92,2,0
191,accounting,1008579,0.95,0,6,0,medium,0.82,6,0
250,accounting,1008580,0.56,0,4,0,medium,0.59,2,0
199,accounting,1008581,0.95,0,5,0,high,0.84,3,0
139,hr,1008582,0.84,0,3,0,low,0.71,2,0
227,hr,1008584,0.61,0,3,0,medium,0.78,3,0
198,hr,1008585,0.81,0,4,0,medium,0.84,2,0
165,technical,1008586,0.96,0,5,0,medium,0.85,5,0
199,technical,1008587,0.93,0,4,0,low,0.87,3,0
203,technical,1008588,0.84,0,5,0,low,0.94,3,0
243,technical,1008589,0.97,0,4,0,low,0.82,3,1
135,technical,1008590,0.78,0,3,0,low,0.78,3,0
100,technical,1008591,0.55,0,4,0,low,0.47,4,1
150,technical,1008592,0.48,0,2,0,low,0.5,3,1
252,technical,1008593,0.82,0,4,0,low,0.75,3,0
98,technical,1008594,0.39,0,3,0,low,0.36,3,0
262,technical,1008595,0.61,0,3,0,low,0.91,3,0
257,technical,1008596,0.68,0,3,0,low,0.87,3,0
160,support,1008597,0.94,0,3,0,low,0.97,3,0
190,support,1008598,0.65,0,3,0,low,0.71,3,0
231,support,1008599,0.65,0,3,0,low,0.83,2,0
190,support,1008600,0.51,0,3,0,low,0.42,4,0
181,support,1008601,0.51,0,4,0,low,0.53,3,0
273,support,1008602,0.88,0,4,0,low,0.56,3,0
214,support,1008603,0.7,0,5,0,low,0.26,6,1
192,support,1008604,0.49,0,4,0,low,0.53,2,0
224,support,1008605,0.73,0,4,0,low,0.99,2,0
96,support,1008606,0.43,0,3,0,low,0.48,3,0
276,support,1008607,0.5,0,3,0,low,0.91,4,0
162,technical,1008608,0.79,0,3,0,medium,0.76,2,1
190,technical,1008609,0.8,0,4,0,medium,0.67,4,0
147,technical,1008610,0.6,0,4,0,medium,0.58,3,0
143,management,1008611,0.78,0,4,0,medium,0.57,3,0
280,IT,1008612,0.57,0,5,0,medium,0.55,6,1
137,IT,1008613,0.49,0,3,0,medium,0.79,2,0
259,IT,1008614,0.98,0,3,0,medium,0.48,6,0
176,IT,1008615,0.69,0,4,0,medium,0.68,3,1
231,IT,1008616,0.64,0,5,0,medium,0.19,4,1
104,product_mng,1008617,0.48,0,3,0,medium,0.99,3,0
202,product_mng,1008619,0.85,0,4,0,medium,0.81,3,1
180,product_mng,1008620,0.74,0,4,0,high,0.58,3,0
228,IT,1008621,0.61,0,3,0,low,0.74,2,1
165,RandD,1008622,0.74,0,5,0,medium,0.59,2,0
177,RandD,1008623,0.63,0,2,0,medium,0.46,6,0
194,RandD,1008624,0.43,0,3,0,medium,0.58,2,1
192,RandD,1008625,0.95,0,3,0,medium,0.77,4,1
171,RandD,1008626,0.77,0,4,0,low,0.79,2,0
187,marketing,1008627,0.95,0,3,0,low,0.51,2,0
205,sales,1008628,0.58,0,3,0,low,0.7,3,0
230,accounting,1008629,0.73,0,5,0,low,0.84,4,1
172,support,1008630,0.9,0,5,0,low,0.19,2,0
167,technical,1008631,0.52,0,4,0,low,0.9,3,1
145,management,1008632,0.91,0,5,0,low,0.19,3,0
166,marketing,1008633,0.53,0,3,0,low,0.96,3,0
148,marketing,1008634,1,0,3,0,low,0.87,3,0
223,marketing,1008635,0.89,0,5,0,low,0.5,3,0
123,sales,1008636,0.58,0,2,0,low,0.88,4,0
158,sales,1008637,0.99,0,3,0,low,0.55,3,0
223,sales,1008638,0.86,0,3,0,low,0.89,2,0
252,sales,1008639,0.69,0,3,0,low,0.58,3,0
143,sales,1008640,0.96,0,5,0,low,0.58,2,0
131,sales,1008641,0.88,0,5,0,low,0.34,6,0
206,sales,1008642,0.65,0,5,0,low,0.54,4,1
210,sales,1008643,0.54,0,4,0,low,0.59,3,0
262,sales,1008644,0.96,0,4,0,medium,0.88,3,0
147,sales,1008645,0.69,0,4,0,medium,0.72,3,0
259,sales,1008646,0.75,0,4,0,medium,0.79,3,0
174,sales,1008647,0.73,0,4,0,medium,0.51,3,0
150,sales,1008648,0.84,0,3,0,medium,0.84,4,0
219,sales,1008649,0.67,0,4,0,medium,0.95,2,0
178,sales,1008650,0.88,0,5,0,medium,0.58,4,0
269,sales,1008651,0.98,0,3,0,medium,0.69,3,1
205,sales,1008652,0.64,0,6,0,medium,0.17,5,1
232,sales,1008653,0.72,0,3,0,medium,0.81,3,1
193,sales,1008654,0.5,0,3,0,medium,0.41,3,0
110,accounting,1008655,0.42,0,3,0,medium,0.12,2,0
208,accounting,1008656,0.6,0,4,0,high,0.71,3,0
157,accounting,1008657,0.69,0,5,0,low,0.32,4,0
187,hr,1008658,0.98,0,5,0,medium,0.83,4,0
266,hr,1008660,0.85,0,4,0,medium,0.67,3,0
159,hr,1008661,0.56,0,3,0,medium,0.85,3,0
259,technical,1008662,0.75,0,4,0,low,0.49,3,1
152,technical,1008664,0.58,0,4,0,low,0.44,3,0
245,technical,1008665,0.87,0,5,0,low,0.5,2,0
227,technical,1008666,0.74,0,5,0,low,0.63,2,0
261,technical,1008667,0.77,0,4,0,low,0.87,3,0
162,technical,1008668,0.53,0,4,0,low,0.82,3,1
193,technical,1008669,0.89,0,4,0,low,0.97,3,0
144,technical,1008670,0.81,0,4,0,low,0.9,2,0
151,technical,1008671,0.5,0,6,0,low,0.41,2,0
225,technical,1008672,0.94,0,4,0,low,0.58,2,0
170,support,1008673,0.5,0,5,0,low,0.77,2,0
246,support,1008674,0.75,0,4,0,low,0.89,3,1
254,support,1008675,0.72,0,4,0,low,0.64,3,0
193,support,1008676,0.79,0,2,0,low,0.31,4,0
175,support,1008677,0.88,0,4,0,low,0.6,3,0
123,support,1008678,1,0,3,0,low,0.2,4,0
178,support,1008679,0.6,0,3,0,low,0.13,5,0
259,support,1008680,0.9,0,3,0,low,0.95,2,0
201,support,1008681,0.96,0,5,0,low,0.15,6,0
185,support,1008682,0.98,0,4,0,low,0.22,3,0
